sales,date,product
1638.0,2019-03-01,pink morsel
1539.0,2019-03-01,pink morsel
1782.0,2019-03-02,pink morsel
1794.0,2019-03-02,pink morsel
1608.0,2019-03-02,pink morsel
1689.0,2019-03-02,pink morsel
1698.0,2019-03-03,pink morsel
1518.0,2019-03-03,pink morsel
1593.0,2019-03-03,pink morsel
1611.0,2019-03-03,pink morsel
1587.0,2019-03-04,pink morsel
1686.0,2019-03-04,pink morsel
1518.0,2019-03-04,pink morsel
1632.0,2019-03-04,pink morsel
1566.0,2019-03-05,pink morsel
1569.0,2019-03-05,pink morsel
1743.0,2019-03-05,pink morsel
1557.0,2019-03-05,pink morsel
1746.0,2019-03-06,pink morsel
1662.0,2019-03-06,pink morsel
1674.0,2019-03-06,pink morsel
1608.0,2019-03-06,pink morsel
1551.0,2019-03-07,pink morsel
1581.0,2019-03-07,pink morsel
1560.0,2019-03-07,pink morsel
1674.0,2019-03-07,pink morsel
1521.0,2019-03-08,pink morsel
1782.0,2019-03-08,pink morsel
1617.0,2019-03-08,pink morsel
1797.0,2019-03-08,pink morsel
1533.0,2019-03-09,pink morsel
1749.0,2019-03-09,pink morsel
1656.0,2019-03-09,pink morsel
1644.0,2019-03-09,pink morsel
1545.0,2019-03-10,pink morsel
1776.0,2019-03-10,pink morsel
1650.0,2019-03-10,pink morsel
1737.0,2019-03-10,pink morsel
1659.0,2019-03-11,pink morsel
1722.0,2019-03-11,pink morsel
1689.0,2019-03-11,pink morsel
1692.0,2019-03-11,pink morsel
1518.0,2019-03-12,pink morsel
1581.0,2019-03-12,pink morsel
1626.0,2019-03-12,pink morsel
1668.0,2019-03-12,pink morsel
1524.0,2019-03-13,pink morsel
1797.0,2019-03-13,pink morsel
1542.0,2019-03-13,pink morsel
1653.0,2019-03-13,pink morsel
1677.0,2019-03-14,pink morsel
1524.0,2019-03-14,pink morsel
1692.0,2019-03-14,pink morsel
1704.0,2019-03-14,pink morsel
1647.0,2019-03-15,pink morsel
1671.0,2019-03-15,pink morsel
1563.0,2019-03-15,pink morsel
1650.0,2019-03-15,pink morsel
1563.0,2019-03-16,pink morsel
1680.0,2019-03-16,pink morsel
1728.0,2019-03-16,pink morsel
1680.0,2019-03-16,pink morsel
1683.0,2019-03-17,pink morsel
1638.0,2019-03-17,pink morsel
1545.0,2019-03-17,pink morsel
1671.0,2019-03-17,pink morsel
1701.0,2019-03-18,pink morsel
1515.0,2019-03-18,pink morsel
1764.0,2019-03-18,pink morsel
1668.0,2019-03-18,pink morsel
1677.0,2019-03-19,pink morsel
1752.0,2019-03-19,pink morsel
1635.0,2019-03-19,pink morsel
1605.0,2019-03-19,pink morsel
1635.0,2019-03-20,pink morsel
1596.0,2019-03-20,pink morsel
1608.0,2019-03-20,pink morsel
1779.0,2019-03-20,pink morsel
1776.0,2019-03-21,pink morsel
1635.0,2019-03-21,pink morsel
1791.0,2019-03-21,pink morsel
1779.0,2019-03-21,pink morsel
1746.0,2019-03-22,pink morsel
1545.0,2019-03-22,pink morsel
1767.0,2019-03-22,pink morsel
1731.0,2019-03-22,pink morsel
1734.0,2019-03-23,pink morsel
1509.0,2019-03-23,pink morsel
1686.0,2019-03-23,pink morsel
1797.0,2019-03-23,pink morsel
1566.0,2019-03-24,pink morsel
1557.0,2019-03-24,pink morsel
1797.0,2019-03-24,pink morsel
1755.0,2019-03-24,pink morsel
1650.0,2019-03-25,pink morsel
1500.0,2019-03-25,pink morsel
1554.0,2019-03-25,pink morsel
1734.0,2019-03-25,pink morsel
1701.0,2019-03-26,pink morsel
1782.0,2019-03-26,pink morsel
1797.0,2019-03-26,pink morsel
1557.0,2019-03-26,pink morsel
1668.0,2019-03-27,pink morsel
1575.0,2019-03-27,pink morsel
1608.0,2019-03-27,pink morsel
1527.0,2019-03-27,pink morsel
1518.0,2019-03-28,pink morsel
1509.0,2019-03-28,pink morsel
1767.0,2019-03-28,pink morsel
1557.0,2019-03-28,pink morsel
1605.0,2019-03-29,pink morsel
1686.0,2019-03-29,pink morsel
1656.0,2019-03-29,pink morsel
1653.0,2019-03-29,pink morsel
1722.0,2019-03-30,pink morsel
1593.0,2019-03-30,pink morsel
1557.0,2019-03-30,pink morsel
1710.0,2019-03-30,pink morsel
1785.0,2019-03-31,pink morsel
1710.0,2019-03-31,pink morsel
1653.0,2019-03-31,pink morsel
1572.0,2019-03-31,pink morsel
1512.0,2019-04-01,pink morsel
1794.0,2019-04-01,pink morsel
1569.0,2019-04-01,pink morsel
1608.0,2019-04-01,pink morsel
1623.0,2019-04-02,pink morsel
1791.0,2019-04-02,pink morsel
1785.0,2019-04-02,pink morsel
1629.0,2019-04-02,pink morsel
1539.0,2019-04-03,pink morsel
1626.0,2019-04-03,pink morsel
1695.0,2019-04-03,pink morsel
1518.0,2019-04-03,pink morsel
1530.0,2019-04-04,pink morsel
1683.0,2019-04-04,pink morsel
1662.0,2019-04-04,pink morsel
1632.0,2019-04-04,pink morsel
1614.0,2019-04-05,pink morsel
1605.0,2019-04-05,pink morsel
1662.0,2019-04-05,pink morsel
1713.0,2019-04-05,pink morsel
1749.0,2019-04-06,pink morsel
1713.0,2019-04-06,pink morsel
1716.0,2019-04-06,pink morsel
1557.0,2019-04-06,pink morsel
1605.0,2019-04-07,pink morsel
1635.0,2019-04-07,pink morsel
1518.0,2019-04-07,pink morsel
1632.0,2019-04-07,pink morsel
1713.0,2019-04-08,pink morsel
1779.0,2019-04-08,pink morsel
1743.0,2019-04-08,pink morsel
1575.0,2019-04-08,pink morsel
1728.0,2019-04-09,pink morsel
1719.0,2019-04-09,pink morsel
1755.0,2019-04-09,pink morsel
1617.0,2019-04-09,pink morsel
1542.0,2019-04-10,pink morsel
1626.0,2019-04-10,pink morsel
1509.0,2019-04-10,pink morsel
1638.0,2019-04-10,pink morsel
1581.0,2019-04-11,pink morsel
1680.0,2019-04-11,pink morsel
1569.0,2019-04-11,pink morsel
1635.0,2019-04-11,pink morsel
1539.0,2019-04-12,pink morsel
1587.0,2019-04-12,pink morsel
1593.0,2019-04-12,pink morsel
1581.0,2019-04-12,pink morsel
1515.0,2019-04-13,pink morsel
1611.0,2019-04-13,pink morsel
1644.0,2019-04-13,pink morsel
1794.0,2019-04-13,pink morsel
1500.0,2019-04-14,pink morsel
1737.0,2019-04-14,pink morsel
1722.0,2019-04-14,pink morsel
1764.0,2019-04-14,pink morsel
1530.0,2019-04-15,pink morsel
1602.0,2019-04-15,pink morsel
1524.0,2019-04-15,pink morsel
1770.0,2019-04-15,pink morsel
1596.0,2019-04-16,pink morsel
1668.0,2019-04-16,pink morsel
1584.0,2019-04-16,pink morsel
1713.0,2019-04-16,pink morsel
1569.0,2019-04-17,pink morsel
1686.0,2019-04-17,pink morsel
1647.0,2019-04-17,pink morsel
1509.0,2019-04-17,pink morsel
1590.0,2019-04-18,pink morsel
1650.0,2019-04-18,pink morsel
1557.0,2019-04-18,pink morsel
1575.0,2019-04-18,pink morsel
1773.0,2019-04-19,pink morsel
1629.0,2019-04-19,pink morsel
1524.0,2019-04-19,pink morsel
1512.0,2019-04-19,pink morsel
1521.0,2019-04-20,pink morsel
1653.0,2019-04-20,pink morsel
1584.0,2019-04-20,pink morsel
1713.0,2019-04-20,pink morsel
1683.0,2019-04-21,pink morsel
1749.0,2019-04-21,pink morsel
1545.0,2019-04-21,pink morsel
1629.0,2019-04-21,pink morsel
1533.0,2019-04-22,pink morsel
1587.0,2019-04-22,pink morsel
1671.0,2019-04-22,pink morsel
1650.0,2019-04-22,pink morsel
1668.0,2019-04-23,pink morsel
1674.0,2019-04-23,pink morsel
1728.0,2019-04-23,pink morsel
1518.0,2019-04-23,pink morsel
1554.0,2019-04-24,pink morsel
1719.0,2019-04-24,pink morsel
1746.0,2019-04-24,pink morsel
1665.0,2019-04-24,pink morsel
1503.0,2019-04-25,pink morsel
1692.0,2019-04-25,pink morsel
1725.0,2019-04-25,pink morsel
1764.0,2019-04-25,pink morsel
1710.0,2019-04-26,pink morsel
1635.0,2019-04-26,pink morsel
1764.0,2019-04-26,pink morsel
1758.0,2019-04-26,pink morsel
1740.0,2019-04-27,pink morsel
1776.0,2019-04-27,pink morsel
1740.0,2019-04-27,pink morsel
1620.0,2019-04-27,pink morsel
1566.0,2019-04-28,pink morsel
1704.0,2019-04-28,pink morsel
1578.0,2019-04-28,pink morsel
1503.0,2019-04-28,pink morsel
1602.0,2019-04-29,pink morsel
1791.0,2019-04-29,pink morsel
1752.0,2019-04-29,pink morsel
1800.0,2019-04-29,pink morsel
1719.0,2019-04-30,pink morsel
1767.0,2019-04-30,pink morsel
1500.0,2019-04-30,pink morsel
1623.0,2019-04-30,pink morsel
1665.0,2019-05-01,pink morsel
1800.0,2019-05-01,pink morsel
1731.0,2019-05-01,pink morsel
1542.0,2019-05-01,pink morsel
1575.0,2019-05-02,pink morsel
1548.0,2019-05-02,pink morsel
1797.0,2019-05-02,pink morsel
1521.0,2019-05-02,pink morsel
1560.0,2019-05-03,pink morsel
1521.0,2019-05-03,pink morsel
1605.0,2019-05-03,pink morsel
1740.0,2019-05-03,pink morsel
1617.0,2019-05-04,pink morsel
1743.0,2019-05-04,pink morsel
1629.0,2019-05-04,pink morsel
1749.0,2019-05-04,pink morsel
1512.0,2019-05-05,pink morsel
1746.0,2019-05-05,pink morsel
1530.0,2019-05-05,pink morsel
1611.0,2019-05-05,pink morsel
1569.0,2019-05-06,pink morsel
1689.0,2019-05-06,pink morsel
1557.0,2019-05-06,pink morsel
1560.0,2019-05-06,pink morsel
1650.0,2019-05-07,pink morsel
1695.0,2019-05-07,pink morsel
1620.0,2019-05-07,pink morsel
1644.0,2019-05-07,pink morsel
1800.0,2019-05-08,pink morsel
1515.0,2019-05-08,pink morsel
1785.0,2019-05-08,pink morsel
1650.0,2019-05-08,pink morsel
1797.0,2019-05-09,pink morsel
1641.0,2019-05-09,pink morsel
1665.0,2019-05-09,pink morsel
1767.0,2019-05-09,pink morsel
1500.0,2019-05-10,pink morsel
1788.0,2019-05-10,pink morsel
1725.0,2019-05-10,pink morsel
1557.0,2019-05-10,pink morsel
1503.0,2019-05-11,pink morsel
1518.0,2019-05-11,pink morsel
1650.0,2019-05-11,pink morsel
1614.0,2019-05-11,pink morsel
1743.0,2019-05-12,pink morsel
1524.0,2019-05-12,pink morsel
1761.0,2019-05-12,pink morsel
1743.0,2019-05-12,pink morsel
1563.0,2019-05-13,pink morsel
1716.0,2019-05-13,pink morsel
1560.0,2019-05-13,pink morsel
1614.0,2019-05-13,pink morsel
1617.0,2019-05-14,pink morsel
1761.0,2019-05-14,pink morsel
1635.0,2019-05-14,pink morsel
1614.0,2019-05-14,pink morsel
1509.0,2019-05-15,pink morsel
1650.0,2019-05-15,pink morsel
1755.0,2019-05-15,pink morsel
1569.0,2019-05-15,pink morsel
1605.0,2019-05-16,pink morsel
1695.0,2019-05-16,pink morsel
1662.0,2019-05-16,pink morsel
1605.0,2019-05-16,pink morsel
1731.0,2019-05-17,pink morsel
1590.0,2019-05-17,pink morsel
1620.0,2019-05-17,pink morsel
1752.0,2019-05-17,pink morsel
1533.0,2019-05-18,pink morsel
1737.0,2019-05-18,pink morsel
1608.0,2019-05-18,pink morsel
1662.0,2019-05-18,pink morsel
1797.0,2019-05-19,pink morsel
1728.0,2019-05-19,pink morsel
1686.0,2019-05-19,pink morsel
1650.0,2019-05-19,pink morsel
1695.0,2019-05-20,pink morsel
1752.0,2019-05-20,pink morsel
1785.0,2019-05-20,pink morsel
1668.0,2019-05-20,pink morsel
1515.0,2019-05-21,pink morsel
1683.0,2019-05-21,pink morsel
1794.0,2019-05-21,pink morsel
1533.0,2019-05-21,pink morsel
1599.0,2019-05-22,pink morsel
1761.0,2019-05-22,pink morsel
1761.0,2019-05-22,pink morsel
1722.0,2019-05-22,pink morsel
1626.0,2019-05-23,pink morsel
1668.0,2019-05-23,pink morsel
1641.0,2019-05-23,pink morsel
1740.0,2019-05-23,pink morsel
1650.0,2019-05-24,pink morsel
1623.0,2019-05-24,pink morsel
1653.0,2019-05-24,pink morsel
1773.0,2019-05-24,pink morsel
1788.0,2019-05-25,pink morsel
1581.0,2019-05-25,pink morsel
1677.0,2019-05-25,pink morsel
1569.0,2019-05-25,pink morsel
1791.0,2019-05-26,pink morsel
1617.0,2019-05-26,pink morsel
1638.0,2019-05-26,pink morsel
1542.0,2019-05-26,pink morsel
1590.0,2019-05-27,pink morsel
1704.0,2019-05-27,pink morsel
1680.0,2019-05-27,pink morsel
1527.0,2019-05-27,pink morsel
1635.0,2019-05-28,pink morsel
1755.0,2019-05-28,pink morsel
1560.0,2019-05-28,pink morsel
1533.0,2019-05-28,pink morsel
1599.0,2019-05-29,pink morsel
1677.0,2019-05-29,pink morsel
1581.0,2019-05-29,pink morsel
1680.0,2019-05-29,pink morsel
1692.0,2019-05-30,pink morsel
1644.0,2019-05-30,pink morsel
1716.0,2019-05-30,pink morsel
1761.0,2019-05-30,pink morsel
1716.0,2019-05-31,pink morsel
1764.0,2019-05-31,pink morsel
1677.0,2019-05-31,pink morsel
1605.0,2019-05-31,pink morsel
1680.0,2019-06-01,pink morsel
1695.0,2019-06-01,pink morsel
1548.0,2019-06-01,pink morsel
1689.0,2019-06-01,pink morsel
1755.0,2019-06-02,pink morsel
1707.0,2019-06-02,pink morsel
1557.0,2019-06-02,pink morsel
1644.0,2019-06-02,pink morsel
1719.0,2019-06-03,pink morsel
1680.0,2019-06-03,pink morsel
1581.0,2019-06-03,pink morsel
1749.0,2019-06-03,pink morsel
1602.0,2019-06-04,pink morsel
1704.0,2019-06-04,pink morsel
1602.0,2019-06-04,pink morsel
1554.0,2019-06-04,pink morsel
1632.0,2019-06-05,pink morsel
1560.0,2019-06-05,pink morsel
1647.0,2019-06-05,pink morsel
1560.0,2019-06-05,pink morsel
1662.0,2019-06-06,pink morsel
1545.0,2019-06-06,pink morsel
1614.0,2019-06-06,pink morsel
1746.0,2019-06-06,pink morsel
1713.0,2019-06-07,pink morsel
1668.0,2019-06-07,pink morsel
1503.0,2019-06-07,pink morsel
1758.0,2019-06-07,pink morsel
1656.0,2019-06-08,pink morsel
1560.0,2019-06-08,pink morsel
1710.0,2019-06-08,pink morsel
1677.0,2019-06-08,pink morsel
1782.0,2019-06-09,pink morsel
1665.0,2019-06-09,pink morsel
1782.0,2019-06-09,pink morsel
1797.0,2019-06-09,pink morsel
1698.0,2019-06-10,pink morsel
1689.0,2019-06-10,pink morsel
1623.0,2019-06-10,pink morsel
1767.0,2019-06-10,pink morsel
1635.0,2019-06-11,pink morsel
1563.0,2019-06-11,pink morsel
1785.0,2019-06-11,pink morsel
1521.0,2019-06-11,pink morsel
1728.0,2019-06-12,pink morsel
1515.0,2019-06-12,pink morsel
1548.0,2019-06-12,pink morsel
1677.0,2019-06-12,pink morsel
1587.0,2019-06-13,pink morsel
1719.0,2019-06-13,pink morsel
1587.0,2019-06-13,pink morsel
1773.0,2019-06-13,pink morsel
1557.0,2019-06-14,pink morsel
1680.0,2019-06-14,pink morsel
1773.0,2019-06-14,pink morsel
1509.0,2019-06-14,pink morsel
1602.0,2019-06-15,pink morsel
1794.0,2019-06-15,pink morsel
1764.0,2019-06-15,pink morsel
1785.0,2019-06-15,pink morsel
1662.0,2019-06-16,pink morsel
1563.0,2019-06-16,pink morsel
1671.0,2019-06-16,pink morsel
1533.0,2019-06-16,pink morsel
1587.0,2019-06-17,pink morsel
1512.0,2019-06-17,pink morsel
1536.0,2019-06-17,pink morsel
1566.0,2019-06-17,pink morsel
1767.0,2019-06-18,pink morsel
1614.0,2019-06-18,pink morsel
1776.0,2019-06-18,pink morsel
1728.0,2019-06-18,pink morsel
1614.0,2019-06-19,pink morsel
1572.0,2019-06-19,pink morsel
1614.0,2019-06-19,pink morsel
1734.0,2019-06-19,pink morsel
1566.0,2019-06-20,pink morsel
1632.0,2019-06-20,pink morsel
1785.0,2019-06-20,pink morsel
1770.0,2019-06-20,pink morsel
1725.0,2019-06-21,pink morsel
1542.0,2019-06-21,pink morsel
1677.0,2019-06-21,pink morsel
1533.0,2019-06-21,pink morsel
1578.0,2019-06-22,pink morsel
1713.0,2019-06-22,pink morsel
1776.0,2019-06-22,pink morsel
1515.0,2019-06-22,pink morsel
1587.0,2019-06-23,pink morsel
1770.0,2019-06-23,pink morsel
1773.0,2019-06-23,pink morsel
1671.0,2019-06-23,pink morsel
1704.0,2019-06-24,pink morsel
1545.0,2019-06-24,pink morsel
1671.0,2019-06-24,pink morsel
1800.0,2019-06-24,pink morsel
1611.0,2019-06-25,pink morsel
1797.0,2019-06-25,pink morsel
1623.0,2019-06-25,pink morsel
1776.0,2019-06-25,pink morsel
1677.0,2019-06-26,pink morsel
1800.0,2019-06-26,pink morsel
1794.0,2019-06-26,pink morsel
1686.0,2019-06-26,pink morsel
1671.0,2019-06-27,pink morsel
1635.0,2019-06-27,pink morsel
1740.0,2019-06-27,pink morsel
1671.0,2019-06-27,pink morsel
1671.0,2019-06-28,pink morsel
1770.0,2019-06-28,pink morsel
1773.0,2019-06-28,pink morsel
1581.0,2019-06-28,pink morsel
1533.0,2019-06-29,pink morsel
1650.0,2019-06-29,pink morsel
1536.0,2019-06-29,pink morsel
1548.0,2019-06-29,pink morsel
1785.0,2019-06-30,pink morsel
1614.0,2019-06-30,pink morsel
1569.0,2019-06-30,pink morsel
1800.0,2019-06-30,pink morsel
1644.0,2019-07-01,pink morsel
1659.0,2019-07-01,pink morsel
1659.0,2019-07-01,pink morsel
1644.0,2019-07-01,pink morsel
1656.0,2019-07-02,pink morsel
1566.0,2019-07-02,pink morsel
1686.0,2019-07-02,pink morsel
1677.0,2019-07-02,pink morsel
1770.0,2019-07-03,pink morsel
1689.0,2019-07-03,pink morsel
1704.0,2019-07-03,pink morsel
1800.0,2019-07-03,pink morsel
1782.0,2019-07-04,pink morsel
1746.0,2019-07-04,pink morsel
1527.0,2019-07-04,pink morsel
1581.0,2019-07-04,pink morsel
1518.0,2019-07-05,pink morsel
1554.0,2019-07-05,pink morsel
1548.0,2019-07-05,pink morsel
1533.0,2019-07-05,pink morsel
1791.0,2019-07-06,pink morsel
1578.0,2019-07-06,pink morsel
1779.0,2019-07-06,pink morsel
1704.0,2019-07-06,pink morsel
1587.0,2019-07-07,pink morsel
1593.0,2019-07-07,pink morsel
1644.0,2019-07-07,pink morsel
1680.0,2019-07-07,pink morsel
1614.0,2019-07-08,pink morsel
1704.0,2019-07-08,pink morsel
1797.0,2019-07-08,pink morsel
1770.0,2019-07-08,pink morsel
1605.0,2019-07-09,pink morsel
1686.0,2019-07-09,pink morsel
1794.0,2019-07-09,pink morsel
1713.0,2019-07-09,pink morsel
1755.0,2019-07-10,pink morsel
1500.0,2019-07-10,pink morsel
1632.0,2019-07-10,pink morsel
1800.0,2019-07-10,pink morsel
1800.0,2019-07-11,pink morsel
1650.0,2019-07-11,pink morsel
1704.0,2019-07-11,pink morsel
1590.0,2019-07-11,pink morsel
1779.0,2019-07-12,pink morsel
1554.0,2019-07-12,pink morsel
1635.0,2019-07-12,pink morsel
1608.0,2019-07-12,pink morsel
1791.0,2019-07-13,pink morsel
1779.0,2019-07-13,pink morsel
1527.0,2019-07-13,pink morsel
1689.0,2019-07-13,pink morsel
1782.0,2019-07-14,pink morsel
1662.0,2019-07-14,pink morsel
1620.0,2019-07-14,pink morsel
1692.0,2019-07-14,pink morsel
1551.0,2019-07-15,pink morsel
1620.0,2019-07-15,pink morsel
1725.0,2019-07-15,pink morsel
1602.0,2019-07-15,pink morsel
1518.0,2019-07-16,pink morsel
1761.0,2019-07-16,pink morsel
1539.0,2019-07-16,pink morsel
1614.0,2019-07-16,pink morsel
1548.0,2019-07-17,pink morsel
1551.0,2019-07-17,pink morsel
1722.0,2019-07-17,pink morsel
1662.0,2019-07-17,pink morsel
1509.0,2019-07-18,pink morsel
1773.0,2019-07-18,pink morsel
1767.0,2019-07-18,pink morsel
1581.0,2019-07-18,pink morsel
1626.0,2019-07-19,pink morsel
1734.0,2019-07-19,pink morsel
1761.0,2019-07-19,pink morsel
1659.0,2019-07-19,pink morsel
1638.0,2019-07-20,pink morsel
1539.0,2019-07-20,pink morsel
1782.0,2019-07-20,pink morsel
1728.0,2019-07-20,pink morsel
1746.0,2019-07-21,pink morsel
1536.0,2019-07-21,pink morsel
1719.0,2019-07-21,pink morsel
1773.0,2019-07-21,pink morsel
1611.0,2019-07-22,pink morsel
1665.0,2019-07-22,pink morsel
1506.0,2019-07-22,pink morsel
1746.0,2019-07-22,pink morsel
1770.0,2019-07-23,pink morsel
1734.0,2019-07-23,pink morsel
1707.0,2019-07-23,pink morsel
1620.0,2019-07-23,pink morsel
1569.0,2019-07-24,pink morsel
1656.0,2019-07-24,pink morsel
1617.0,2019-07-24,pink morsel
1638.0,2019-07-24,pink morsel
1701.0,2019-07-25,pink morsel
1713.0,2019-07-25,pink morsel
1557.0,2019-07-25,pink morsel
1725.0,2019-07-25,pink morsel
1605.0,2019-07-26,pink morsel
1770.0,2019-07-26,pink morsel
1557.0,2019-07-26,pink morsel
1755.0,2019-07-26,pink morsel
1737.0,2019-07-27,pink morsel
1785.0,2019-07-27,pink morsel
1545.0,2019-07-27,pink morsel
1560.0,2019-07-27,pink morsel
1509.0,2019-07-28,pink morsel
1761.0,2019-07-28,pink morsel
1551.0,2019-07-28,pink morsel
1683.0,2019-07-28,pink morsel
1644.0,2019-07-29,pink morsel
1608.0,2019-07-29,pink morsel
1719.0,2019-07-29,pink morsel
1794.0,2019-07-29,pink morsel
1764.0,2019-07-30,pink morsel
1512.0,2019-07-30,pink morsel
1701.0,2019-07-30,pink morsel
1797.0,2019-07-30,pink morsel
1734.0,2019-07-31,pink morsel
1791.0,2019-07-31,pink morsel
1761.0,2019-07-31,pink morsel
1587.0,2019-07-31,pink morsel
1596.0,2019-08-01,pink morsel
1542.0,2019-08-01,pink morsel
1710.0,2019-08-01,pink morsel
1701.0,2019-08-01,pink morsel
1647.0,2019-08-02,pink morsel
1524.0,2019-08-02,pink morsel
1782.0,2019-08-02,pink morsel
1716.0,2019-08-02,pink morsel
1752.0,2019-08-03,pink morsel
1686.0,2019-08-03,pink morsel
1764.0,2019-08-03,pink morsel
1755.0,2019-08-03,pink morsel
1578.0,2019-08-04,pink morsel
1539.0,2019-08-04,pink morsel
1743.0,2019-08-04,pink morsel
1596.0,2019-08-04,pink morsel
1506.0,2019-08-05,pink morsel
1527.0,2019-08-05,pink morsel
1626.0,2019-08-05,pink morsel
1530.0,2019-08-05,pink morsel
1521.0,2019-08-06,pink morsel
1713.0,2019-08-06,pink morsel
1761.0,2019-08-06,pink morsel
1557.0,2019-08-06,pink morsel
1584.0,2019-08-07,pink morsel
1764.0,2019-08-07,pink morsel
1623.0,2019-08-07,pink morsel
1776.0,2019-08-07,pink morsel
1749.0,2019-08-08,pink morsel
1707.0,2019-08-08,pink morsel
1629.0,2019-08-08,pink morsel
1773.0,2019-08-08,pink morsel
1758.0,2019-08-09,pink morsel
1671.0,2019-08-09,pink morsel
1659.0,2019-08-09,pink morsel
1641.0,2019-08-09,pink morsel
1596.0,2019-08-10,pink morsel
1626.0,2019-08-10,pink morsel
1557.0,2019-08-10,pink morsel
1695.0,2019-08-10,pink morsel
1659.0,2019-08-11,pink morsel
1680.0,2019-08-11,pink morsel
1683.0,2019-08-11,pink morsel
1692.0,2019-08-11,pink morsel
1569.0,2019-08-12,pink morsel
1740.0,2019-08-12,pink morsel
1650.0,2019-08-12,pink morsel
1569.0,2019-08-12,pink morsel
1701.0,2019-08-13,pink morsel
1677.0,2019-08-13,pink morsel
1533.0,2019-08-13,pink morsel
1587.0,2019-08-13,pink morsel
1713.0,2019-08-14,pink morsel
1611.0,2019-08-14,pink morsel
1524.0,2019-08-14,pink morsel
1725.0,2019-08-14,pink morsel
1761.0,2019-08-15,pink morsel
1569.0,2019-08-15,pink morsel
1668.0,2019-08-15,pink morsel
1563.0,2019-08-15,pink morsel
1734.0,2019-08-16,pink morsel
1524.0,2019-08-16,pink morsel
1731.0,2019-08-16,pink morsel
1665.0,2019-08-16,pink morsel
1710.0,2019-08-17,pink morsel
1509.0,2019-08-17,pink morsel
1539.0,2019-08-17,pink morsel
1533.0,2019-08-17,pink morsel
1785.0,2019-08-18,pink morsel
1665.0,2019-08-18,pink morsel
1722.0,2019-08-18,pink morsel
1659.0,2019-08-18,pink morsel
1791.0,2019-08-19,pink morsel
1680.0,2019-08-19,pink morsel
1542.0,2019-08-19,pink morsel
1701.0,2019-08-19,pink morsel
1671.0,2019-08-20,pink morsel
1656.0,2019-08-20,pink morsel
1536.0,2019-08-20,pink morsel
1800.0,2019-08-20,pink morsel
1605.0,2019-08-21,pink morsel
1671.0,2019-08-21,pink morsel
1590.0,2019-08-21,pink morsel
1545.0,2019-08-21,pink morsel
1500.0,2019-08-22,pink morsel
1779.0,2019-08-22,pink morsel
1656.0,2019-08-22,pink morsel
1731.0,2019-08-22,pink morsel
1614.0,2019-08-23,pink morsel
1782.0,2019-08-23,pink morsel
1629.0,2019-08-23,pink morsel
1635.0,2019-08-23,pink morsel
1548.0,2019-08-24,pink morsel
1776.0,2019-08-24,pink morsel
1743.0,2019-08-24,pink morsel
1737.0,2019-08-24,pink morsel
1644.0,2019-08-25,pink morsel
1626.0,2019-08-25,pink morsel
1680.0,2019-08-25,pink morsel
1524.0,2019-08-25,pink morsel
1515.0,2019-08-26,pink morsel
1704.0,2019-08-26,pink morsel
1653.0,2019-08-26,pink morsel
1554.0,2019-08-26,pink morsel
1644.0,2019-08-27,pink morsel
1674.0,2019-08-27,pink morsel
1665.0,2019-08-27,pink morsel
1755.0,2019-08-27,pink morsel
1566.0,2019-08-28,pink morsel
1659.0,2019-08-28,pink morsel
1515.0,2019-08-28,pink morsel
1779.0,2019-08-28,pink morsel
1572.0,2019-08-29,pink morsel
1770.0,2019-08-29,pink morsel
1632.0,2019-08-29,pink morsel
1677.0,2019-08-29,pink morsel
1755.0,2019-08-30,pink morsel
1527.0,2019-08-30,pink morsel
1623.0,2019-08-30,pink morsel
1668.0,2019-08-30,pink morsel
1683.0,2019-08-31,pink morsel
1698.0,2019-08-31,pink morsel
1749.0,2019-08-31,pink morsel
1632.0,2019-08-31,pink morsel
1785.0,2019-09-01,pink morsel
1707.0,2019-09-01,pink morsel
1518.0,2019-09-01,pink morsel
1563.0,2019-09-01,pink morsel
1701.0,2019-09-02,pink morsel
1605.0,2019-09-02,pink morsel
1596.0,2019-09-02,pink morsel
1605.0,2019-09-02,pink morsel
1716.0,2019-09-03,pink morsel
1569.0,2019-09-03,pink morsel
1725.0,2019-09-03,pink morsel
1542.0,2019-09-03,pink morsel
1692.0,2019-09-04,pink morsel
1560.0,2019-09-04,pink morsel
1515.0,2019-09-04,pink morsel
1653.0,2019-09-04,pink morsel
1629.0,2019-09-05,pink morsel
1668.0,2019-09-05,pink morsel
1698.0,2019-09-05,pink morsel
1677.0,2019-09-05,pink morsel
1503.0,2019-09-06,pink morsel
1776.0,2019-09-06,pink morsel
1509.0,2019-09-06,pink morsel
1665.0,2019-09-06,pink morsel
1683.0,2019-09-07,pink morsel
1530.0,2019-09-07,pink morsel
1782.0,2019-09-07,pink morsel
1584.0,2019-09-07,pink morsel
1743.0,2019-09-08,pink morsel
1551.0,2019-09-08,pink morsel
1620.0,2019-09-08,pink morsel
1791.0,2019-09-08,pink morsel
1674.0,2019-09-09,pink morsel
1797.0,2019-09-09,pink morsel
1773.0,2019-09-09,pink morsel
1596.0,2019-09-09,pink morsel
1617.0,2019-09-10,pink morsel
1764.0,2019-09-10,pink morsel
1632.0,2019-09-10,pink morsel
1506.0,2019-09-10,pink morsel
1533.0,2019-09-11,pink morsel
1677.0,2019-09-11,pink morsel
1746.0,2019-09-11,pink morsel
